high,volume
27.636174849,6089191.0
27.522123056999998,4359034.0
27.486481872,3179034.0
27.450840687,1907609.0
27.448464608000002,1662067.0
27.434208134000002,2340119.0
27.560140321,4635949.0
27.595781505999998,1058518.0
27.683696429,3745229.0
27.669439955,3374596.0
27.650431323000003,2382316.0
27.652807401999997,1559080.0
27.626670533000002,1454308.0
27.63379877,2302141.0
27.595781505999998,3178900.0
27.583901111,580779.0
27.766859194000002,4035271.0
27.75260272,3839778.0
27.65755956,2924475.0
27.757354878,3347426.0
27.731218009000003,1587925.0
27.709833298000003,1470555.0
27.743098404,3203430.0
27.724089772,341332.0
27.947441198000003,6692087.0
27.987834540999998,5002473.0
28.028227884,3124290.0
28.075749464,4086593.0
28.030603963,2203962.0
28.075749464,3430646.0
28.059116911,4068793.0
28.018723568000002,411143.0
28.34662247,8239734.0
28.344246391,5142324.0
28.377511496999997,3846865.0
28.32286168,2730968.0
28.327613838,1892766.0
28.294348732,2677260.0
28.365631102,4460024.0
28.284844416,387264.0
28.268211863,4338475.0
28.263459705,3976132.0
28.365631102,3479957.0
28.351374628000002,1747440.0
28.325237759,2106018.0
28.320485600999998,2180048.0
28.327613838,2906739.0
28.32286168,371419.0
28.360878944,3794835.0
28.313357364,2769042.0
28.310981285,3121817.0
28.296724811,2493817.0
28.2753401,2503205.0
28.472554656999996,4763182.0
28.496315446999997,5043840.0
28.453546025,316495.0
28.320485600999998,5403543.0
28.270587942,5240295.0
28.225442441,3300681.0
28.2753401,2289337.0
28.301476969,2224128.0
28.282468336999997,2070788.0
28.320485600999998,3428314.0
28.34662247,732737.0
28.422656998,4323995.0
28.37038326,3651650.0
28.313357364,2455316.0
28.313357364,2316304.0
28.318109521999997,1711572.0
28.339494233000003,3535398.0
28.341870311999998,4559924.0
28.287220495,881042.0
28.460674261999998,6359158.0
28.503443684,5132256.0
28.569973896,6571953.0
28.541460948,2519375.0
28.524828395,2289738.0
28.517700158,3497712.0
28.512947999999998,3597108.0
28.512947999999998,575842.0
28.63175195,4230647.0
28.574726054,3832895.0
28.531956631999996,3957428.0
28.524828395,1569844.0
28.529580553000002,1592546.0
28.534332710999998,1917791.0
28.572349975,3206371.0
28.520076236999998,358454.0
28.520076236999998,3949572.0
28.524828395,4172601.0
28.534332710999998,3549934.0
28.520076236999998,2724958.0
28.486811131,1427015.0
28.486811131,2239907.0
28.460674261999998,3533191.0
28.463050341,629075.0
28.619871555,5474679.0
28.558093501,3411989.0
28.550965264000002,2281292.0
28.553341343000003,4195681.0
28.515324079000003,2152542.0
28.498691525999998,2793609.0
28.517700158,4687471.0
28.517700158,530478.0
28.705410399,4753111.0
28.624623713000002,4042484.0
28.522452316,2741678.0
28.543837027,1764864.0
28.555717421999997,1474475.0
28.541460948,1615553.0
28.562845659,2998666.0
28.546213106,309125.0
28.53670879,3931868.0
28.520076236999998,3616140.0
28.53670879,2501710.0
28.531956631999996,1948145.0
28.53670879,2292170.0
28.534332710999998,2585523.0
28.531956631999996,3783988.0
28.520076236999998,505181.0
28.809957875,6196748.0
28.914505351,5709782.0
28.888368481999997,3413620.0
28.905001035,2536624.0
28.988163800000002,3188477.0
28.988163800000002,3261729.0
29.01192459,5256332.0
28.96440301,498296.0
29.092711276,3782200.0
29.016676748000002,3464755.0
28.971531246999998,2642714.0
28.995292037,3897813.0
28.988163800000002,1755569.0
29.016676748000002,2654314.0
29.002420274000002,3389219.0
28.985787720999998,404056.0
29.071326565,3244882.0
29.052317933,2743397.0
29.002420274000002,2054188.0
29.01192459,1556157.0
28.988163800000002,1860658.0
28.988163800000002,2592114.0
28.973907326,3657640.0
28.981035563000002,764894.0
28.836094744,6373008.0
28.795701401,4920524.0
28.82183827,3540829.0
28.819462191,2503212.0
28.812333954,2130677.0
28.817086112,2393151.0
28.888368481999997,5343536.0
28.897872798,534124.0
28.843222981,5280211.0
28.795701401,5685836.0
28.805205717,4813647.0
28.802829638000002,2776364.0
28.790949243000004,4139111.0
28.762436295,5077969.0
28.828966506999997,9868186.0
28.828966506999997,734998.0
30.463708859,25634787.0
30.520734755,18287881.0
30.527862992,9947528.0
30.77022305,10999225.0
30.753590496999998,6899875.0
30.98407016,13835658.0
31.005454870999998,14959672.0
30.668051653000003,1308600.0
30.744086181,7403130.0
30.608649678000003,5642320.0
30.587264967,4574645.0
30.523110834,3979474.0
30.496973965,1997509.0
30.480341411999998,2281366.0
30.544495545,4329726.0
30.539743386999998,482182.0
30.67517989,4050857.0
30.696564601,3790689.0
30.632410468000003,2350233.0
30.55637594,1533571.0
30.534991229,1855582.0
30.58013673,2103760.0
30.663299495,4848404.0
30.670427731999997,658997.0
30.886650920999998,4301718.0
30.998326634,6023798.0
30.953181133,3546949.0
30.993574476,2582107.0
31.00783095,2385685.0
30.972189765,2280999.0
30.976941923000002,3627562.0
30.967437606999997,399570.0
31.159900005999997,5773282.0
31.364242800000003,6966664.0
31.364242800000003,3442922.0
31.385627511,6296958.0
31.373747116,3263946.0
31.31672122,4477415.0
31.321473378,5402239.0
31.254943166,479926.0
31.31672122,4107590.0
31.273951798000002,3127859.0
31.26919964,1890435.0
31.29296043,2123747.0
31.29296043,1567372.0
31.323849456999998,1805129.0
31.468790276,6682936.0
31.390379669,441125.0
31.538411296,4422337.0
31.459660723000002,3774262.0
31.488297295,2675020.0
31.47636539,2106258.0
31.521706629,2008507.0
31.59568444,2935473.0
31.605229964,4886140.0
31.600457201999998,694672.0
31.724549014,3514353.0
31.683980536999997,3498749.0
31.612389107,2260300.0
31.607616345,2358559.0
31.633866536,1538039.0
31.624321012,1677699.0
31.576593392,2733428.0
31.531252153,316377.0
31.934550541999997,5662433.0
31.917845875,2834015.0
31.917845875,2715180.0
31.925005018,1711326.0
31.90591397,1877686.0
31.886822921999997,1787684.0
31.879663779,3203183.0
31.817617873000003,292533.0
31.915459494,4032807.0
31.946482446999998,4226589.0
32.07296064,4780130.0
