high,volume
21.42330996,626577.0
21.57030992,1290239.0
21.60899412,1204886.0
21.7405204,590736.0
21.70957304,523408.0
21.7405204,608487.0
21.82562564,1000268.0
21.83336248,2106660.0
22.50646756,1300359.0
22.978414800000003,2484637.0
22.99388848,1675483.0
23.00162532,1102327.0
23.38073048,2080662.0
23.58188832,2287390.0
23.35751996,2139797.0
23.12541476,1572305.0
23.41167784,622282.0
23.68246724,1489777.0
23.69794092,1394777.0
23.37299364,560346.0
23.43488836,537119.0
23.52773044,398315.0
23.597362,1180297.0
23.6360462,1445477.0
23.84494088,511332.0
23.65151988,641948.0
23.66699356,628548.0
23.76757248,596095.0
23.82173036,574023.0
23.91457244,684695.0
23.906835600000004,1839293.0
23.62057252,604823.0
23.78304616,496055.0
23.55094096,568960.0
24.1002566,1253447.0
23.96873032,779237.0
23.79851984,703926.0
23.62830936,702226.0
23.57415148,1008095.0
23.57415148,135439.0
23.58962516,429612.0
23.39620416,689487.0
23.35751996,894856.0
23.25694104,683643.0
23.23373052,462245.0
23.34204628,662553.0
23.31883576,985515.0
23.29562524,346382.0
23.43488836,489417.0
23.3652568,521358.0
23.37299364,459898.0
23.30336208,299504.0
23.2878884,543884.0
23.27241472,476485.0
23.3652568,774396.0
23.37299364,129494.0
23.38073048,344818.0
23.37299364,457328.0
23.21825684,577554.0
23.23373052,287052.0
23.24146736,384711.0
23.31883576,438849.0
23.3652568,633531.0
23.3652568,78957.0
23.57415148,476975.0
23.46583572,443445.0
23.42715152,403359.0
23.39620416,453982.0
23.45036204,412481.0
23.38846732,317168.0
23.3652568,805739.0
23.29562524,176148.0
23.3652568,623493.0
23.10220424,746638.0
23.12541476,396719.0
23.12541476,231073.0
23.10994108,248128.0
23.04804636,516345.0
22.97067796,670708.0
22.96294112,366032.0
22.89330956,449938.0
22.94746744,395917.0
22.84688852,257132.0
22.823678,203464.0
22.9010464,280299.0
22.8623622,286121.0
22.95520428,738456.0
22.90878324,105598.0
22.92425692,383431.0
22.83915168,594508.0
22.72309908,534647.0
22.56836228,767746.0
22.56836228,351819.0
22.61478332,471976.0
22.66120436,695331.0
22.68441488,103488.0
22.9010464,301538.0
22.9010464,475609.0
22.80820432,611650.0
22.79273064,500716.0
22.81594116,376473.0
22.79273064,370731.0
22.9010464,827061.0
22.89330956,70236.0
23.0557832,387613.0
23.08673056,638579.0
22.96294112,377768.0
22.93199376,308052.0
22.98615164,371993.0
22.96294112,341496.0
22.94746744,559341.0
22.88557272,220021.0
23.06352004,203015.0
23.07899372,444332.0
23.210520000000002,773399.0
23.33430944,581954.0
23.54320412,749999.0
23.597362,742112.0
23.5586778,1520680.0
23.46583572,421762.0
23.69794092,648994.0
23.56641464,1080181.0
23.54320412,802710.0
23.519993600000003,824497.0
23.54320412,964100.0
23.674730399999998,936271.0
23.7134146,1214457.0
23.7134146,97568.0
24.31688812,1291094.0
24.23951972,941530.0
24.371046,1184202.0
24.26273024,676711.0
24.19309868,565729.0
24.19309868,629934.0
24.293677600000002,1137645.0
24.15441448,157066.0
24.30915128,505939.0
24.30915128,608354.0
24.27046708,569569.0
24.20083552,1151025.0
24.30141444,565513.0
24.24725656,559606.0
24.28594076,768305.0
24.2163092,95415.0
24.2163092,726794.0
23.87588824,705655.0
24.07704608,503388.0
24.1002566,387952.0
24.01515136,340097.0
23.91457244,374584.0
23.99967768,577290.0
23.99967768,105758.0
23.9455198,357473.0
23.84494088,515434.0
23.79851984,837771.0
23.65151988,320438.0
23.70567776,450864.0
23.74436196,333585.0
23.82173036,616909.0
23.70567776,146318.0
24.51030912,964566.0
24.49483544,919519.0
24.2163092,578811.0
24.177625,499717.0
24.34783548,1530506.0
24.254993399999996,677883.0
24.23178288,1062062.0
24.14667764,714789.0
24.194401,493712.0
24.076571125,390423.0
24.08442645,470246.0
23.9430306,395786.0
23.903753975,372023.0
23.92731995,601658.0
24.217966975,940576.0
24.194401,156645.0
24.610733225,450517.0
24.390784125,531180.0
24.288664899999997,641034.0
24.186545675,503653.0
24.14726905,381979.0
24.107992425,433406.0
24.194401,826581.0
24.14726905,118779.0
24.194401,329792.0
24.17869035,388683.0
24.170835025,458096.0
24.107992425,225559.0
24.123703075,313840.0
24.11584775,253572.0
24.076571125,420617.0
24.0687158,1603934.0
24.265098925,274462.0
24.17869035,275060.0
24.0687158,445511.0
23.9744519,261194.0
24.0058732,545747.0
24.02158385,286169.0
23.99016255,373811.0
24.0058732,1184074.0
23.95874125,471849.0
24.217966975,791637.0
24.17869035,569407.0
24.0687158,452596.0
23.966596575,270230.0
23.95874125,334060.0
23.919464625,685585.0
23.982307225,160737.0
23.950885925,237627.0
23.950885925,438540.0
23.8487667,1236986.0
23.620962275,606532.0
23.636672925,395132.0
23.605251625,734402.0
23.67594955,1013561.0
23.699515525,276830.0
23.83305605,442353.0
23.903753975,448426.0
23.809490075,253533.0
23.762358125,375403.0
23.746647475,312923.0
23.778068775,273033.0
23.8487667,508927.0
23.840911375,628751.0
24.107992425,479424.0
24.02158385,418178.0
23.903753975,382461.0
23.92731995,219821.0
23.950885925,308561.0
23.9430306,517138.0
23.9430306,685774.0
23.92731995,86173.0
24.02158385,346475.0
24.092281775,560405.0
23.998017875,419025.0
23.950885925,388809.0
24.0372945,510604.0
23.99016255,474019.0
23.9116093,933282.0
23.919464625,134756.0
24.155124375,559337.0
24.3515075,911089.0
24.39863945,681961.0
24.343652175,434049.0
24.3200862,399821.0
24.3200862,499506.0
24.3200862,1092527.0
24.30437555,98246.0
24.469337375,407204.0
24.265098925,659146.0
