high,volume
348.969767644,43317.0
349.56478688199996,59411.0
348.99681397300003,48215.0
346.96833929800005,44807.0
347.491234992,19755.0
347.175694487,26464.0
346.74295322300003,17581.0
346.1930112,30614.0
346.247103858,34526.0
345.56193019,42920.0
346.45445904699994,48350.0
346.932277526,31393.0
347.9960998,107814.0
348.383763849,177524.0
347.806775497,78439.0
347.346987904,47569.0
346.445443604,42481.0
346.92326208300005,39441.0
347.0945555,31247.0
346.82409221,30291.0
346.418397275,36270.0
347.022431956,31955.0
347.35600334699996,40738.0
347.71662106699995,29943.0
347.761698282,20911.0
347.9960998,74698.0
348.771427898,110885.0
348.59111903800004,49766.0
348.564072709,34957.0
348.62718081,29538.0
348.17640866,46392.0
346.31922740199997,17477.0
345.05706538199996,24935.0
344.074382095,20945.0
344.308783613,21580.0
344.75955576300004,18389.0
344.78660209199995,32407.0
345.49882208900004,28904.0
345.507837532,25827.0
345.39063677300004,31233.0
345.37260588699996,86434.0
345.11115804,48875.0
348.600134481,22516.0
346.82409221,37185.0
346.73393778,34795.0
346.45445904699994,50692.0
347.51828132099996,21873.0
347.31092613199996,18560.0
346.670829679,18388.0
347.031447399,18202.0
347.18470993,16547.0
347.392065119,33631.0
347.067509171,45318.0
347.31092613199996,37311.0
347.23880258800006,56781.0
346.779014995,38048.0
347.48221954900004,66356.0
345.570945633,73561.0
345.237374242,21551.0
345.32752867199997,16819.0
345.002972724,22546.0
344.561216017,18777.0
344.11044386699996,19094.0
344.39893804300004,31820.0
343.894073235,33492.0
343.858011463,28503.0
343.434285642,26222.0
343.515424629,37298.0
343.93915045,63418.0
343.181853238,45789.0
344.191582854,36140.0
342.55077222799997,52977.0
343.22693045299997,20481.0
344.534169688,26871.0
344.534169688,38488.0
344.344845385,22733.0
344.38992260000003,19054.0
344.056351209,18774.0
343.92111956400004,16436.0
343.272007668,27860.0
343.470347414,19098.0
343.776872476,33652.0
343.632625388,63896.0
342.866312733,56315.0
344.75955576300004,36794.0
344.651370447,33839.0
343.57853273,48000.0
343.57853273,42508.0
342.640926658,45642.0
343.713764375,40211.0
342.568803114,60971.0
341.35171830900003,41498.0
341.694305143,57107.0
341.50498084,82806.0
341.360733752,132650.0
342.063938306,131065.0
343.199884124,131578.0
343.443301085,57309.0
342.469633241,62957.0
338.34957579,50158.0
337.384923389,62576.0
337.402954275,39060.0
337.79061832400004,20514.0
338.061081614,55871.0
339.638784139,70886.0
340.955038817,34056.0
341.459903625,34586.0
341.459903625,42574.0
340.08054084599996,108715.0
340.29691147799997,37329.0
341.559073498,121307.0
341.045193247,34505.0
348.699304354,104529.0
347.81579094,52206.0
347.491234992,36895.0
345.841408923,29909.0
345.18328158400004,17315.0
344.462046144,30548.0
344.606293232,34143.0
344.606293232,20866.0
343.803918805,35440.0
343.380192984,36401.0
341.91969121799997,44083.0
342.280308938,45792.0
342.253262609,88960.0
342.000830205,40395.0
339.97235553,66496.0
339.377336292,33547.0
338.502838321,31360.0
338.070097057,22122.0
337.98895807,18628.0
338.493822878,29047.0
338.016004399,19871.0
337.72751022299997,28146.0
338.124189715,26504.0
338.367606676,42800.0
337.745541109,60759.0
337.330830731,62380.0
337.754556552,141601.0
337.907819083,64084.0
339.66583046799997,46578.0
339.963340087,38017.0
339.629768696,34529.0
339.242104647,31178.0
338.755270725,26518.0
337.979942627,27520.0
338.43973022,21371.0
338.683147181,23459.0
338.917548699,22056.0
339.566660595,25110.0
339.746969455,37875.0
340.116602618,31610.0
340.819807172,79182.0
340.801776286,63195.0
341.721351472,34941.0
342.036891977,41245.0
342.271293495,26741.0
341.523011726,25650.0
341.829536788,35463.0
341.198455778,20197.0
341.045193247,19032.0
341.135347677,16642.0
341.171409449,25122.0
340.684575527,30157.0
340.341988693,26504.0
340.801776286,34156.0
340.702606413,73285.0
340.549343882,46942.0
343.533455515,38098.0
343.731795261,41174.0
342.992528935,22393.0
343.172837795,74478.0
343.443301085,30140.0
343.235945896,38141.0
342.821235518,39910.0
343.001544378,37177.0
342.956467163,27375.0
342.34341703900003,23718.0
342.523725899,29176.0
343.353146655,47787.0
344.056351209,84808.0
343.99324310800006,75550.0
343.64164083099996,26423.0
342.803204632,42130.0
341.41482641,33956.0
341.23451755,31173.0
340.260849706,25845.0
339.783031227,21350.0
340.188726162,30158.0
340.170695276,41369.0
341.171409449,36186.0
340.72063729900003,70216.0
340.918977045,29821.0
341.62218159900004,36151.0
341.586119827,46035.0
340.96405426,32483.0
343.434285642,46357.0
344.191582854,39883.0
344.03832032300005,50058.0
342.478648684,35681.0
342.118030964,35401.0
342.39750969700003,74401.0
343.145791466,20119.0
343.74982614699996,28073.0
344.20059829699994,57328.0
344.678416776,34418.0
345.21934335599997,30282.0
345.570945633,42405.0
344.885771965,70795.0
344.137490196,49928.0
349.78115751400003,60825.0
348.86158232800005,45643.0
348.095269673,41614.0
348.61816536699996,32266.0
348.672258025,37853.0
349.041891188,25355.0
349.16810739,20790.0
349.29432359199996,31685.0
349.519709667,28521.0
350.222914221,47100.0
350.150790677,32211.0
349.52872511,44877.0
350.538454726,81678.0
350.457315739,58330.0
350.05162080400004,135684.0
345.426698545,71405.0
345.2914669,49235.0
345.14721981199995,59344.0
343.21791501,52531.0
343.60557905900004,41073.0
343.4883783,33558.0
342.442586912,57820.0
342.208185394,34401.0
342.731081088,50024.0
342.94745172,48374.0
342.704034759,61956.0
342.731081088,98067.0
342.208185394,42154.0
346.01270234,36970.0
340.558359325,50834.0
338.77330161099997,47622.0
338.484807435,39418.0
338.006988956,49713.0
337.646371236,36777.0
337.09642921299996,46170.0
337.051351998,32633.0
337.015290226,38815.0
337.862741868,57483.0
338.160251487,48591.0
338.565946422,47546.0
338.196313259,96640.0
338.133205158,48980.0
337.907819083,55699.0
336.221931242,55435.0
335.978514281,39137.0
336.753842379,34951.0
336.99725934,25069.0
336.925135796,26393.0
336.753842379,25208.0
336.501409975,15319.0
336.10473048299997,22666.0
337.384923389,31162.0
337.682433008,39889.0
337.493108705,61019.0
338.556930979,93165.0
338.502838321,67711.0
338.241390474,41160.0
337.853726425,46476.0
338.0791125,36840.0
336.889074024,19047.0
336.221931242,28500.0
336.699749721,28463.0
336.81695048,19984.0
336.789904151,20599.0
336.699749721,35999.0
336.26700845700003,25823.0
337.204614529,34771.0
337.78160288099997,42982.0
338.25942136,102682.0
337.520155034,207794.0
340.882915273,43610.0
339.061795787,61599.0
336.510425418,41165.0
336.239962128,36975.0
335.293340613,30394.0
335.509711245,35571.0
336.780888708,73055.0
336.90710491,29113.0
336.645657063,19668.0
336.925135796,27774.0
336.63664162,42663.0
336.744826936,38201.0
336.825965923,77129.0
336.294054786,49653.0
333.23781960900004,64128.0
333.364035811,75628.0
335.780174535,58837.0
335.17613985400004,72333.0
334.64422871700003,47389.0
334.400811756,28845.0
335.01386188,30622.0
334.92370745,23719.0
334.95976922200003,31579.0
334.74339859,42897.0
334.436873528,54377.0
335.320386942,48970.0
335.681004662,107173.0
335.185155297,119933.0
339.88220110000003,132171.0
337.934865412,51222.0
338.45776110599996,88778.0
340.432143123,95102.0
339.88220110000003,48414.0
341.153378563,64757.0
340.828822615,56697.0
340.269865149,49128.0
340.42312768,32078.0
340.684575527,59904.0
340.69359097,49498.0
341.02716236099997,47917.0
341.34270286599997,116382.0
340.864884387,59886.0
341.495965397,51977.0
340.855868944,31144.0
340.40509679400003,20691.0
340.702606413,51559.0
340.946023374,28495.0
340.801776286,30838.0
340.75669907099996,30109.0
340.233803377,15724.0
340.495251224,34578.0
340.522297553,23982.0
340.40509679400003,41971.0
340.323957807,26778.0
340.42312768,49560.0
340.351004136,112000.0
341.30664109400004,48303.0
340.7837454,34791.0
340.522297553,33826.0
340.504266667,43451.0
340.450174009,24021.0
340.648513755,31983.0
