symbol,time,close,high,low,open,volume
GOOCV VP83T1ZUHROL,2014-03-27 10:00:00,557.02587871,571.29734188,551.510771,571.29734188,1540.0
GOOCV VP83T1ZUHROL,2014-03-27 11:00:00,559.22992718,561.85284459,558.23262018,560.00782664,3037.0
GOOCV VP83T1ZUHROL,2014-03-27 12:00:00,551.43098644,560.32696488,551.43098644,560.32696488,2384.0
GOOCV VP83T1ZUHROL,2014-03-27 13:00:00,556.18814083,556.63692898,551.70025933,551.70025933,1362.0
GOOCV VP83T1ZUHROL,2014-03-27 14:00:00,557.494613,560.32696488,556.7964981,557.07574406,1808.0
GOOCV VP83T1ZUHROL,2014-03-27 15:00:00,556.98598643,560.39677637,555.53989128,557.494613,1332.0
GOOCV VP83T1ZUHROL,2014-03-27 16:00:00,556.60700977,557.60431677,555.52991821,556.14824855,1404.0
GOOCV VP83T1ZUHROL,2014-03-28 10:00:00,562.13209055,564.02697385,559.6886884,559.73855375,4512.0
GOOCV VP83T1ZUHROL,2014-03-28 11:00:00,564.41592358,564.41592358,561.72319468,562.481148,10744.0
GOOCV VP83T1ZUHROL,2014-03-28 12:00:00,564.15662376,564.8746848,563.62805105,564.5754927,3285.0
GOOCV VP83T1ZUHROL,2014-03-28 13:00:00,562.53101335,564.12670455,562.481148,564.12670455,1093.0
GOOCV VP83T1ZUHROL,2014-03-28 14:00:00,561.69327547,563.39867044,561.69327547,562.53101335,860.0
GOOCV VP83T1ZUHROL,2014-03-28 15:00:00,558.85095052,561.9824945,557.16550169,561.9824945,17159.0
GOOCV VP83T1ZUHROL,2014-03-28 16:00:00,558.49192,559.42938858,557.63423598,559.27979253,3248.0
GOOCV VP83T1ZUHROL,2014-03-31 10:00:00,564.40595051,606.20308688,561.483841,606.20308688,811.0
GOOCV VP83T1ZUHROL,2014-03-31 11:00:00,562.481148,565.473069,562.32157888,565.473069,1106.0
GOOCV VP83T1ZUHROL,2014-03-31 12:00:00,560.03774585,561.483841,560.03774585,560.92534908,1063.0
GOOCV VP83T1ZUHROL,2014-03-31 13:00:00,559.83828445,560.87548373,559.83828445,560.57629163,930.0
GOOCV VP83T1ZUHROL,2014-03-31 14:00:00,556.80647117,559.94798822,556.34770995,559.94798822,3448.0
GOOCV VP83T1ZUHROL,2014-03-31 15:00:00,556.36765609,557.85364352,556.36765609,557.30512467,1916.0
GOOCV VP83T1ZUHROL,2014-03-31 16:00:00,555.4002683,557.51455914,555.4002683,557.17547476,1591.0
GOOCV VP83T1ZUHROL,2014-04-01 10:00:00,563.3787243,563.9771085,557.20539397,557.20539397,2046.0
GOOCV VP83T1ZUHROL,2014-04-01 11:00:00,566.61997205,566.64989126,562.92993615,563.478455,2488.0
GOOCV VP83T1ZUHROL,2014-04-01 12:00:00,566.36067223,566.36067223,565.51296128,566.36067223,668.0
GOOCV VP83T1ZUHROL,2014-04-01 13:00:00,565.69247654,565.69247654,565.69247654,565.69247654,25.0
GOOCV VP83T1ZUHROL,2014-04-01 14:00:00,564.91457708,565.52293435,564.91457708,565.52293435,153.0
GOOCV VP83T1ZUHROL,2014-04-01 15:00:00,562.89004387,563.478455,562.56093256,563.478455,575.0
GOOCV VP83T1ZUHROL,2014-04-01 16:00:00,566.04153399,566.91916415,562.24179432,562.98977457,1912.0
GOOCV VP83T1ZUHROL,2014-04-02 10:00:00,565.94180329,723.99501665,563.86740473,723.99501665,13119.0
GOOCV VP83T1ZUHROL,2014-04-02 11:00:00,563.38869737,564.58546577,560.67602233,563.478455,47452.0
GOOCV VP83T1ZUHROL,2014-04-02 12:00:00,563.478455,565.05420006,563.10945141,563.478455,13997.0
GOOCV VP83T1ZUHROL,2014-04-02 13:00:00,565.54288049,566.40056451,563.02966685,563.478455,9253.0
GOOCV VP83T1ZUHROL,2014-04-02 14:00:00,562.0822252,565.64261119,561.63343705,565.55285356,2915.0
GOOCV VP83T1ZUHROL,2014-04-02 15:00:00,563.41861658,563.41861658,562.01241371,562.41133651,2103.0
GOOCV VP83T1ZUHROL,2014-04-02 16:00:00,565.473069,566.470376,563.28896667,563.99705464,33988.0
GOOCV VP83T1ZUHROL,2014-04-03 10:00:00,578.28846395,578.43806,565.51296128,568.31539395,758731.0
GOOCV VP83T1ZUHROL,2014-04-03 11:00:00,584.68120182,585.17985532,577.08172248,578.28846395,1133186.0
GOOCV VP83T1ZUHROL,2014-04-03 12:00:00,579.435367,585.69845496,579.435367,584.76098638,533777.0
GOOCV VP83T1ZUHROL,2014-04-03 13:00:00,569.27280867,579.54507077,565.72239575,579.435367,1074723.0
GOOCV VP83T1ZUHROL,2014-04-03 14:00:00,568.79410131,570.23022339,566.6698374,569.27280867,419051.0
GOOCV VP83T1ZUHROL,2014-04-03 15:00:00,565.80218031,568.95367043,562.63074405,568.7641821,395614.0
GOOCV VP83T1ZUHROL,2014-04-03 16:00:00,568.20569018,568.80407438,563.84745859,565.8719918,579897.0
GOOCV VP83T1ZUHROL,2014-04-04 10:00:00,557.23531318,575.76527724,554.7021534,573.10246755,921623.0
GOOCV VP83T1ZUHROL,2014-04-04 11:00:00,556.5970367,564.01700078,555.64959505,557.58437063,1167989.0
GOOCV VP83T1ZUHROL,2014-04-04 12:00:00,549.24688411,556.68679433,547.75092361,556.497306,1216769.0
GOOCV VP83T1ZUHROL,2014-04-04 13:00:00,549.24688411,552.38840116,544.71911033,549.24688411,739285.0
GOOCV VP83T1ZUHROL,2014-04-04 14:00:00,545.30752146,550.77276382,544.529622,548.85793438,494906.0
GOOCV VP83T1ZUHROL,2014-04-04 15:00:00,543.64201877,547.75092361,541.537701,545.14795234,624360.0
GOOCV VP83T1ZUHROL,2014-04-04 16:00:00,541.67732398,546.15523241,541.55764714,543.55226114,1106469.0
GOOCV VP83T1ZUHROL,2014-04-07 10:00:00,543.532315,543.532315,533.559245,539.28378718,930636.0
GOOCV VP83T1ZUHROL,2014-04-07 11:00:00,537.97731501,547.0228895,534.9554748,543.77166868,781047.0
GOOCV VP83T1ZUHROL,2014-04-07 12:00:00,534.94550173,541.0390475,534.93552866,537.88755738,429035.0
GOOCV VP83T1ZUHROL,2014-04-07 13:00:00,529.25087876,536.20210855,525.73038505,534.91558252,697064.0
GOOCV VP83T1ZUHROL,2014-04-07 14:00:00,530.3678626,531.11584285,526.95707266,529.25087876,311812.0
GOOCV VP83T1ZUHROL,2014-04-07 15:00:00,538.3463186,540.10157892,528.78214447,530.2681319,504823.0
GOOCV VP83T1ZUHROL,2014-04-07 16:00:00,536.70076205,542.88406545,536.08243171,538.3463186,662198.0
GOOCV VP83T1ZUHROL,2014-04-08 10:00:00,546.68380512,551.27141732,540.2412019,541.01910136,789530.0
GOOCV VP83T1ZUHROL,2014-04-08 11:00:00,549.56602235,551.15174048,543.17328448,546.9231588,580380.0
GOOCV VP83T1ZUHROL,2014-04-08 12:00:00,551.33125574,553.0067315,548.69836526,549.49621086,440522.0
GOOCV VP83T1ZUHROL,2014-04-08 13:00:00,550.24419111,552.54797028,549.75551068,551.510771,214051.0
GOOCV VP83T1ZUHROL,2014-04-08 14:00:00,553.44554658,553.44554658,550.30402953,550.30402953,250193.0
GOOCV VP83T1ZUHROL,2014-04-08 15:00:00,550.54338321,553.505385,548.95766508,553.4056543,291835.0
GOOCV VP83T1ZUHROL,2014-04-08 16:00:00,553.4056543,553.505385,549.33664174,550.54338321,519850.0
GOOCV VP83T1ZUHROL,2014-04-09 10:00:00,554.3032306,560.486534,551.40106723,558.11294334,713103.0
GOOCV VP83T1ZUHROL,2014-04-09 11:00:00,557.95337422,559.46928086,553.18624676,554.29325753,684896.0
GOOCV VP83T1ZUHROL,2014-04-09 12:00:00,555.85902952,557.98329343,555.16091462,557.94340115,387579.0
GOOCV VP83T1ZUHROL,2014-04-09 13:00:00,555.81913724,556.36765609,553.65498105,555.86900259,220003.0
GOOCV VP83T1ZUHROL,2014-04-09 14:00:00,552.83718931,556.20808697,552.508078,555.72937961,209603.0
GOOCV VP83T1ZUHROL,2014-04-09 15:00:00,559.70863454,563.8773778,552.76737782,552.88705466,578647.0
GOOCV VP83T1ZUHROL,2014-04-09 16:00:00,562.62077098,563.41861658,559.24987332,559.57898463,447209.0
GOOCV VP83T1ZUHROL,2014-04-10 10:00:00,552.08920906,563.52832035,550.14446041,563.46848193,475567.0
GOOCV VP83T1ZUHROL,2014-04-10 11:00:00,547.56143528,553.505385,546.14525934,552.08920906,847207.0
GOOCV VP83T1ZUHROL,2014-04-10 12:00:00,546.28488232,548.78812289,544.47975665,547.58138142,440945.0
GOOCV VP83T1ZUHROL,2014-04-10 13:00:00,542.09619292,546.6239667,542.06627371,546.27490925,415790.0
GOOCV VP83T1ZUHROL,2014-04-10 14:00:00,544.3301606,547.2223509,540.63015163,542.11613906,368300.0
GOOCV VP83T1ZUHROL,2014-04-10 15:00:00,543.26304211,546.524236,541.39807802,544.2304299,426103.0
GOOCV VP83T1ZUHROL,2014-04-10 16:00:00,539.49322165,543.05360764,538.4460493,543.05360764,962584.0
GOOCV VP83T1ZUHROL,2014-04-11 10:00:00,533.6589757,535.30453225,525.00235094,531.10586978,1096821.0
GOOCV VP83T1ZUHROL,2014-04-11 11:00:00,535.00534015,537.05979257,528.99157894,533.6589757,749115.0
GOOCV VP83T1ZUHROL,2014-04-11 12:00:00,535.04523243,538.54578,532.2627459,534.76598647,455681.0
GOOCV VP83T1ZUHROL,2014-04-11 13:00:00,536.04253943,536.54119293,532.1630152,534.98539401,267144.0
GOOCV VP83T1ZUHROL,2014-04-11 14:00:00,532.52204572,536.08243171,531.51476565,536.01262022,304767.0
GOOCV VP83T1ZUHROL,2014-04-11 15:00:00,530.10856278,533.7587064,528.30343711,532.55196493,305955.0
GOOCV VP83T1ZUHROL,2014-04-11 16:00:00,529.1710942,531.47487337,528.0740565,530.18834734,648402.0
GOOCV VP83T1ZUHROL,2014-04-14 10:00:00,533.70884105,539.3436256,532.77137247,536.551166,434461.0
GOOCV VP83T1ZUHROL,2014-04-14 11:00:00,541.0390475,541.21856276,531.4649003,533.72878719,539231.0
GOOCV VP83T1ZUHROL,2014-04-14 12:00:00,541.26842811,542.61479256,539.75252147,540.99915522,321185.0
GOOCV VP83T1ZUHROL,2014-04-14 13:00:00,539.6428177,541.36815881,539.06437964,541.09888592,151819.0
GOOCV VP83T1ZUHROL,2014-04-14 14:00:00,534.31719832,539.7425484,534.30722525,539.69268305,215575.0
GOOCV VP83T1ZUHROL,2014-04-14 15:00:00,531.71422705,535.6535897,531.71422705,534.31719832,258828.0
GOOCV VP83T1ZUHROL,2014-04-14 16:00:00,531.08592364,531.90371538,528.16381413,531.73417319,596317.0
GOOCV VP83T1ZUHROL,2014-04-15 10:00:00,534.22744069,537.03984643,532.47218037,535.80318575,416539.0
GOOCV VP83T1ZUHROL,2014-04-15 11:00:00,522.22983748,535.11504392,520.51446944,534.36706367,824107.0
GOOCV VP83T1ZUHROL,2014-04-15 12:00:00,520.85355382,525.2815969,519.0982935,521.9904838,558057.0
GOOCV VP83T1ZUHROL,2014-04-15 13:00:00,517.602333,522.15005292,517.06378722,520.93333838,361353.0
GOOCV VP83T1ZUHROL,2014-04-15 14:00:00,523.89534017,524.0848285,517.32308704,517.46271002,382214.0
GOOCV VP83T1ZUHROL,2014-04-15 15:00:00,529.82931682,531.51476565,523.83550175,523.83550175,518546.0
GOOCV VP83T1ZUHROL,2014-04-15 16:00:00,534.99536708,535.46410137,527.42580695,529.70963998,686440.0
GOOCV VP83T1ZUHROL,2014-04-16 10:00:00,544.87867945,547.49162379,539.61289849,541.29834732,622662.0
GOOCV VP83T1ZUHROL,2014-04-16 11:00:00,540.53042093,546.44445144,540.46060944,544.87867945,489101.0
GOOCV VP83T1ZUHROL,2014-04-16 12:00:00,542.74444247,544.02099543,538.66545684,540.42071716,395926.0
GOOCV VP83T1ZUHROL,2014-04-16 13:00:00,546.75361661,548.40914623,542.6347387,542.68460405,342436.0
GOOCV VP83T1ZUHROL,2014-04-16 14:00:00,545.66655198,548.7183114,543.8315071,546.75361661,415990.0
GOOCV VP83T1ZUHROL,2014-04-16 15:00:00,548.86790745,549.94499901,543.532315,545.74633654,370361.0
GOOCV VP83T1ZUHROL,2014-04-16 16:00:00,555.04123778,555.43018751,547.34202774,549.0175035,1018047.0
GOOCV VP83T1ZUHROL,2014-04-17 10:00:00,535.82313189,548.0201965,530.92635452,547.33205467,2147825.0
GOOCV VP83T1ZUHROL,2014-04-17 11:00:00,533.44954123,539.69268305,531.0659775,536.2519739,1227812.0
GOOCV VP83T1ZUHROL,2014-04-17 12:00:00,533.54927193,536.551166,532.14306906,533.47946044,643903.0
GOOCV VP83T1ZUHROL,2014-04-17 13:00:00,535.14496313,535.1549362,529.71961305,533.3597836,602479.0
GOOCV VP83T1ZUHROL,2014-04-17 14:00:00,539.45332937,543.0336615,534.89563638,535.14496313,679849.0
GOOCV VP83T1ZUHROL,2014-04-17 15:00:00,539.32367946,541.36815881,538.15683027,539.67273691,415173.0
GOOCV VP83T1ZUHROL,2014-04-17 16:00:00,534.6562827,540.540394,534.58647121,539.45332937,850560.0
GOOCV VP83T1ZUHROL,2014-04-21 10:00:00,530.27810497,535.2546669,530.27810497,534.6562827,454450.0
GOOCV VP83T1ZUHROL,2014-04-21 11:00:00,526.75761126,532.33255739,524.1845592,530.21826655,655204.0
GOOCV VP83T1ZUHROL,2014-04-21 12:00:00,529.9689398,530.4675933,526.73766512,526.7775574,293500.0
GOOCV VP83T1ZUHROL,2014-04-21 13:00:00,527.9743258,530.0686705,526.578096,530.04872436,202073.0
GOOCV VP83T1ZUHROL,2014-04-21 14:00:00,526.12930785,529.22095955,526.12930785,528.01421808,235614.0
GOOCV VP83T1ZUHROL,2014-04-21 15:00:00,527.76489133,528.57271,526.0794425,526.14925399,168555.0
GOOCV VP83T1ZUHROL,2014-04-21 16:00:00,527.19642634,528.02419115,526.0794425,527.70505291,501248.0
GOOCV VP83T1ZUHROL,2014-04-22 10:00:00,529.15114806,529.99885901,526.16920013,527.21637248,445433.0
GOOCV VP83T1ZUHROL,2014-04-22 11:00:00,533.44954123,533.48943351,528.74225219,528.92176745,605697.0
GOOCV VP83T1ZUHROL,2014-04-22 12:00:00,533.43956816,534.72609419,532.2627459,533.27002597,383954.0
GOOCV VP83T1ZUHROL,2014-04-22 13:00:00,532.57191107,533.72878719,532.1630152,533.47946044,136568.0
GOOCV VP83T1ZUHROL,2014-04-22 14:00:00,534.38700981,534.51665972,532.37244967,532.58188414,139420.0
GOOCV VP83T1ZUHROL,2014-04-22 15:00:00,535.0552055,535.78323961,533.61908342,534.36706367,204686.0
GOOCV VP83T1ZUHROL,2014-04-22 16:00:00,533.36975667,535.27461304,532.73148019,535.01531322,370619.0
GOOCV VP83T1ZUHROL,2014-04-23 10:00:00,529.71961305,532.35250353,527.29615704,532.35250353,397097.0
GOOCV VP83T1ZUHROL,2014-04-23 11:00:00,531.04603136,532.0632845,527.66516063,529.89912831,405117.0
GOOCV VP83T1ZUHROL,2014-04-23 12:00:00,530.41772795,532.37244967,530.12850892,531.14576206,205241.0
GOOCV VP83T1ZUHROL,2014-04-23 13:00:00,529.62985542,530.41772795,529.12122885,530.38780874,125882.0
GOOCV VP83T1ZUHROL,2014-04-23 14:00:00,527.18645327,529.78942454,527.10666871,529.58996314,145238.0
GOOCV VP83T1ZUHROL,2014-04-23 15:00:00,525.56084286,527.22634555,525.01232401,527.14656099,219689.0
GOOCV VP83T1ZUHROL,2014-04-23 16:00:00,525.52095058,527.06677643,524.83280875,525.44116602,414527.0
GOOCV VP83T1ZUHROL,2014-04-24 10:00:00,522.97781773,530.17837427,520.81366154,528.58268307,550621.0
GOOCV VP83T1ZUHROL,2014-04-24 11:00:00,523.33684825,525.7802504,520.34492725,523.19722527,371981.0
GOOCV VP83T1ZUHROL,2014-04-24 12:00:00,526.12930785,526.8772881,522.62876028,523.32687518,183057.0
GOOCV VP83T1ZUHROL,2014-04-24 13:00:00,526.42849995,527.54548379,525.3813276,525.96973873,122460.0
GOOCV VP83T1ZUHROL,2014-04-24 14:00:00,521.81096854,526.578096,521.81096854,526.578096,127242.0
GOOCV VP83T1ZUHROL,2014-04-24 15:00:00,523.2869829,524.4837513,521.0929075,521.86083389,146039.0
GOOCV VP83T1ZUHROL,2014-04-24 16:00:00,523.74574412,524.583482,523.04762922,523.2869829,244441.0
GOOCV VP83T1ZUHROL,2014-04-25 10:00:00,519.81635454,523.0875215,519.596947,521.10288057,261202.0
GOOCV VP83T1ZUHROL,2014-04-25 11:00:00,515.32847304,520.594254,514.42092367,519.76648919,562865.0
GOOCV VP83T1ZUHROL,2014-04-25 12:00:00,515.76728812,516.86432582,514.03197394,515.23871541,290180.0
GOOCV VP83T1ZUHROL,2014-04-25 13:00:00,516.22604934,518.45004395,515.65758435,515.85704575,142109.0
GOOCV VP83T1ZUHROL,2014-04-25 14:00:00,516.0066418,517.22335634,515.13898471,516.11634557,135069.0
GOOCV VP83T1ZUHROL,2014-04-25 15:00:00,514.77995419,516.26594162,514.04194701,515.97672259,226055.0
GOOCV VP83T1ZUHROL,2014-04-25 16:00:00,514.78992726,515.9069111,514.1117585,514.87968489,434034.0
GOOCV VP83T1ZUHROL,2014-04-28 10:00:00,510.1225305,517.2034102,507.18047485,515.81715347,488728.0
GOOCV VP83T1ZUHROL,2014-04-28 11:00:00,510.44166874,513.5133743,508.63654307,510.31201883,404040.0
GOOCV VP83T1ZUHROL,2014-04-28 12:00:00,503.4405736,511.5187603,503.27103141,510.51148023,414742.0
GOOCV VP83T1ZUHROL,2014-04-28 13:00:00,504.69718042,506.14327557,501.4459596,503.29097755,398854.0
GOOCV VP83T1ZUHROL,2014-04-28 14:00:00,504.86672261,505.70446049,501.645421,504.65728814,356576.0
GOOCV VP83T1ZUHROL,2014-04-28 15:00:00,507.4298016,509.38452332,503.97911938,504.77696498,340137.0
GOOCV VP83T1ZUHROL,2014-04-28 16:00:00,515.75731505,516.99397573,506.631956,507.629263,866117.0
GOOCV VP83T1ZUHROL,2014-04-29 10:00:00,524.80288954,526.22903855,514.97941559,515.607719,656682.0
GOOCV VP83T1ZUHROL,2014-04-29 11:00:00,522.49911037,525.83011575,519.20799727,525.01232401,607372.0
GOOCV VP83T1ZUHROL,2014-04-29 12:00:00,524.76299726,525.35140839,520.84358075,522.16999906,282396.0
GOOCV VP83T1ZUHROL,2014-04-29 13:00:00,527.20639941,528.02419115,524.4837513,524.76299726,265682.0
GOOCV VP83T1ZUHROL,2014-04-29 14:00:00,526.21906548,527.89454124,525.25167769,527.30613011,210326.0
GOOCV VP83T1ZUHROL,2014-04-29 15:00:00,525.83011575,527.04683029,525.3813276,526.42849995,145215.0
GOOCV VP83T1ZUHROL,2014-04-29 16:00:00,526.2789039,526.578096,524.83280875,525.9797118,425741.0
GOOCV VP83T1ZUHROL,2014-04-30 10:00:00,522.23981055,526.578096,521.54169565,526.1791732,277008.0
GOOCV VP83T1ZUHROL,2014-04-30 11:00:00,522.4891373,526.06946943,521.0929075,522.0902145,322511.0
GOOCV VP83T1ZUHROL,2014-04-30 12:00:00,522.55894879,523.586175,521.17269206,522.75841019,170723.0
GOOCV VP83T1ZUHROL,2014-04-30 13:00:00,523.35679439,523.71582491,522.03037608,522.53900265,75731.0
GOOCV VP83T1ZUHROL,2014-04-30 14:00:00,522.2896759,524.27431683,522.00045687,523.36676746,124742.0
GOOCV VP83T1ZUHROL,2014-04-30 15:00:00,525.59076207,526.56812293,521.10288057,522.1899452,257807.0
GOOCV VP83T1ZUHROL,2014-04-30 16:00:00,525.24170462,526.3786346,523.8853671,525.39130067,420612.0
GOOCV VP83T1ZUHROL,2014-05-01 10:00:00,526.72769205,528.05411036,523.586175,526.10936171,282425.0
GOOCV VP83T1ZUHROL,2014-05-01 11:00:00,524.63334735,531.41503495,524.50369744,526.73766512,476093.0
GOOCV VP83T1ZUHROL,2014-05-01 12:00:00,527.42580695,529.24090569,522.41932581,524.76299726,382675.0
GOOCV VP83T1ZUHROL,2014-05-01 13:00:00,527.74494519,529.50020551,527.25626476,527.45572616,140390.0
GOOCV VP83T1ZUHROL,2014-05-01 14:00:00,526.16920013,528.28349097,525.46111216,528.05411036,101881.0
GOOCV VP83T1ZUHROL,2014-05-01 15:00:00,527.61529528,528.04413729,525.4810583,526.15922706,129723.0
GOOCV VP83T1ZUHROL,2014-05-01 16:00:00,529.91907445,530.02877822,526.9770188,527.575403,367941.0
GOOCV VP83T1ZUHROL,2014-05-02 10:00:00,528.76219833,532.67164177,525.86003496,532.32258432,282853.0
GOOCV VP83T1ZUHROL,2014-05-02 11:00:00,525.6805197,530.27810497,524.1845592,528.79211754,296762.0
GOOCV VP83T1ZUHROL,2014-05-02 12:00:00,529.30074411,530.04872436,525.37135453,525.66057356,228473.0
GOOCV VP83T1ZUHROL,2014-05-02 13:00:00,527.6751337,529.22095955,527.0767495,529.01152508,105024.0
GOOCV VP83T1ZUHROL,2014-05-02 14:00:00,527.40586081,528.01421808,527.10666871,527.86462203,153295.0
GOOCV VP83T1ZUHROL,2014-05-02 15:00:00,527.9743258,528.15384106,526.38860767,527.33604932,168631.0
GOOCV VP83T1ZUHROL,2014-05-02 16:00:00,526.50828451,529.04144429,526.41852688,528.05411036,411960.0
GOOCV VP83T1ZUHROL,2014-05-05 10:00:00,522.80827554,523.51636351,519.91608524,523.31690211,220484.0
GOOCV VP83T1ZUHROL,2014-05-05 11:00:00,524.33415525,525.47108523,522.36946046,522.84816782,189166.0
GOOCV VP83T1ZUHROL,2014-05-05 12:00:00,523.00773694,524.29426297,522.56892186,524.16461306,96200.0
GOOCV VP83T1ZUHROL,2014-05-05 13:00:00,522.35948739,523.57620193,522.08024143,523.41663281,77778.0
GOOCV VP83T1ZUHROL,2014-05-05 14:00:00,523.17727913,523.33684825,522.0902145,522.35948739,63474.0
GOOCV VP83T1ZUHROL,2014-05-05 15:00:00,525.35140839,525.57081593,523.0875215,523.35679439,105620.0
GOOCV VP83T1ZUHROL,2014-05-05 16:00:00,526.38860767,527.4756723,525.1818662,525.31151611,261223.0
GOOCV VP83T1ZUHROL,2014-05-06 10:00:00,524.09480157,524.9824048,522.1899452,523.83550175,179507.0
GOOCV VP83T1ZUHROL,2014-05-06 11:00:00,520.94331145,524.05490929,520.80368847,523.35679439,224939.0
GOOCV VP83T1ZUHROL,2014-05-06 12:00:00,520.86352689,521.61150714,519.98589673,520.94331145,167655.0
GOOCV VP83T1ZUHROL,2014-05-06 13:00:00,520.0956005,521.04304215,519.78643533,520.9931768,114712.0
GOOCV VP83T1ZUHROL,2014-05-06 14:00:00,515.43817681,520.13549278,515.21876927,520.12551971,230654.0
GOOCV VP83T1ZUHROL,2014-05-06 15:00:00,515.2087962,516.54518758,514.610412,515.43817681,189346.0
GOOCV VP83T1ZUHROL,2014-05-06 16:00:00,513.75272798,516.84437968,513.72280877,515.17887699,468049.0
GOOCV VP83T1ZUHROL,2014-05-07 10:00:00,505.00634559,515.22874234,504.9365341,513.78264719,425118.0
GOOCV VP83T1ZUHROL,2014-05-07 11:00:00,504.69718042,507.77885905,501.9446131,505.12602243,617757.0
GOOCV VP83T1ZUHROL,2014-05-07 12:00:00,508.80608526,510.3219919,503.19124685,504.78693805,383301.0
GOOCV VP83T1ZUHROL,2014-05-07 13:00:00,503.75971184,508.7263007,503.640035,508.64651614,237507.0
GOOCV VP83T1ZUHROL,2014-05-07 14:00:00,502.72251256,505.80419119,502.72251256,503.75971184,301346.0
GOOCV VP83T1ZUHROL,2014-05-07 15:00:00,504.51766516,505.1359955,502.33356283,502.71253949,273745.0
GOOCV VP83T1ZUHROL,2014-05-07 16:00:00,508.58667772,509.0254928,503.4405736,504.62736893,859245.0
GOOCV VP83T1ZUHROL,2014-05-08 10:00:00,510.31201883,512.15703678,505.08613015,507.09071722,355610.0
GOOCV VP83T1ZUHROL,2014-05-08 11:00:00,512.06727915,513.70286263,509.87320375,510.53142637,347400.0
GOOCV VP83T1ZUHROL,2014-05-08 12:00:00,513.9122971,515.17887699,511.67832942,512.13709064,318084.0
GOOCV VP83T1ZUHROL,2014-05-08 13:00:00,513.53332044,515.83709961,512.65569028,514.0120278,280053.0
